FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;ANCIEN_DIPLOME_1;ANCIEN_DIPLOME_2;ANCIEN_DIPLOME_3;ANCIEN_DIPLOME_4;ANCIEN_DIPLOME_5;ANCIEN_DIPLOME_6;ANCIEN_DIPLOME_7;NOUVEAU_DIPLOME_1;NOUVEAU_DIPLOME_2;NOUVEAU_DIPLOME_3;NOUVEAU_DIPLOME_4;NOUVEAU_DIPLOME_5;NOUVEAU_DIPLOME_6;NOUVEAU_DIPLOME_7;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;NB_MEF_OUVERT;NB_MEF_FERME;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DATE_SESSION_RATTRAPAGE;OBSERVATION;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
50023223;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;;CAP;COUVREUR;COUVREUR (CAP);01/09/2021;;50023218;;;;;;;;;;;;;;;2023;;30/03/2021;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines.;;0732;Construction et génie civil;03;NIVEAU 3
50023224;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;;CAP;MACON;MACON (CAP);01/09/2021;;50023217;;;;;;;;;;;;;;;2023;;30/03/2021;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines.;;0732;Construction et génie civil;03;NIVEAU 3
50023447;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;CAP;MENUISIER FABRICANT;MENUISIER FABRICANT (CAP);01/09/2021;;50023441;;;;;;;;;;;;;;;2023;;20/11/2020;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines.;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
50023449;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;;CAP;MENUISIER INSTALLATEUR;MENUISIER INSTALLATEUR (CAP);01/09/2021;;50023442;;;;;;;;;;;;;;;2023;;20/11/2020;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines.;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
50024007;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;240;SPECIALIT.PLURITECHNO MATERIAUX SOUPLES;T;REALISATION DU SERVICE;;CAP;MET.ENT.TEXT. OP.A  BLANCHISSERIE;METIERS DE L'ENTRETIEN DES TEXTILES, OPTION A : BLANCHISSERIE (CAP);01/09/2021;;50024006;;;;;;;;;;;;;;;2023;;11/12/2020;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines;;0723;Textiles (vêtements, chaussures et cuir);03;NIVEAU 3
50024008;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;240;SPECIALIT.PLURITECHNO MATERIAUX SOUPLES;T;REALISATION DU SERVICE;;CAP;MET.ENT.TEXT. OP.B  PRESSING;METIERS DE L'ENTRETIEN DES TEXTILES, OPTION B : PRESSING (CAP);01/09/2021;;50024005;;;;;;;;;;;;;;;2023;;11/12/2020;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique.PFMP 14 semaines;;0723;Textiles (vêtements, chaussures et cuir);03;NIVEAU 3
50025439;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;254;STRUCTURES METALLIQUES;S;PRODUCTION;;CAP;METALLIER;METALLIER (CAP);01/09/2021;;50025431;;;;;;;;;;;;;;;2023;;30/03/2021;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines.;;0715;Mécanique et techniques apparentées;03;NIVEAU 3
50033205;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;332;TRAVAIL SOCIAL;S;PRODUCTION;;CAP;ACCOMPAG. EDUCATIF PETITE ENFANCE;ACCOMPAGNANT EDUCATIF PETITE ENFANCE (CAP);01/09/2021;;50033204;;;;;;;;;;;;;;;2022;;30/11/2020;;30/11/2020;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 14 semaines. Diplôme  rénové avec 1 an de retard suite à parution tardive au JO.;;0922;Soins aux enfants et à la jeunesse;03;NIVEAU 3
01023306;010;MENTION COMPLEMENTAIRE;233;BATIMENT : FINITIONS;W;COMMERCIALISATION;;MC4;VEND.CONS.PROD.TECH.HABITAT (MC4);VENDEUR-CONSEIL EN PRODUITS TECHNIQUES POUR L'HABITAT (MC NIVEAU IV);01/09/2015;31/08/2024;01023305;;;;;;;46123302;;;;;;;;2016;2024;17/12/2014;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;341;Vente en gros et au détail;;RS 2024 : remplacée par un CS;;0416;Vente en gros et au détail;04;NIVEAU 4
46033104;460;AUTRES DIPLOMES DE NIVEAU IV;331;SANTE;T;REALISATION DU SERVICE;;DIV-4;AIDE-SOIGNANT;AIDE-SOIGNANT (DIPLÔME D'ETAT);01/09/2021;;56033102;;;;;;;;;;;;;;;2022;;10/06/2021;;28/03/2022;25/04/2022;28/12/2023;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN;06/01/2024;1;0;;;;;Formation durant 2 ans maximum. PFMP 22 semaines.;;0913;Soins infirmiers et formation de sages femmes;04;NIVEAU 4
40024006;400;BAC PROFESSIONNEL;240;SPECIALIT.PLURITECHNO MATERIAUX SOUPLES;T;REALISATION DU SERVICE;;BAC PRO;MET.ENTRET.TEXT. OPT.B PRESSING;METIERS DE L'ENTRETIEN DES TEXTILES OPTION B : PRESSING (BAC PRO);01/09/2021;;40024002;;;;;;;;;;;;;;;2024;;11/12/2020;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;3;0;;;;;Secteur production. 2 options : blanchisserie (4024005T) et pressing (40024006T) avec 2nde commune (40024004T) / RS 2022 : modification GH suite à note Dgesco A2-2 du 25/03/2022;;0723;Textiles (vêtements, chaussures et cuir);04;NIVEAU 4
40033007;400;BAC PROFESSIONNEL;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;T;REALISATION DU SERVICE;;BAC PRO;ACCOMP. SOINS-SERVICES PERSONNE;ACCOMPAGNEMENT, SOINS ET SERVICES A LA PERSONNE (BAC PRO);01/09/2022;;40033003;40033004;;;;;;;;;;;;;;2025;;02/02/2022;;06/02/2023;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;3;0;;;;;Secteur production;;0913;Soins infirmiers et formation de sages femmes;04;NIVEAU 4
45321104;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;211;PRODUCTIONS VEGETALES, CULTUR.SPECIALIS.;S;PRODUCTION;;BPA4;RESP PROD LEG FRUIT FLO;RESPONSABLE DE PRODUCTIONS LEGUMIERES, FRUITIERES, FLORALES ET DE PEPINIERES (BPA4);01/01/2021;;;;;;;;;;;;;;;;O;;;;;;;;;;;;;;;;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;BCN AGRI;25/08/2023;1;0;;622;Horticulture;;;;0812;Horticulture;04;NIVEAU 4
50023450;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;V;PRODUCTION A CARACTERE ARTISTIQUE;;CAP;ASSISTANT LUTHIER DU QUATUOR;ASSISTANT LUTHIER DU QUATUOR (CAP);01/09/2021;;50023428;;;;;;;;;;;;;;;2023;;03/05/2021;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;25/08/2023;5;0;;;;;GH unique. PFMP 12 semaines;;0214;Artisanat;03;NIVEAU 3
56033105;560;AUTRES DIPLOMES DE NIVEAU V;331;SANTE;T;REALISATION DU SERVICE;;DIV-5;AMBULANCIER;AMBULANCIER (DIPLÔME D'ETAT);01/09/2022;;56033104;;;;;;;;;;;;;;;2023;;11/04/2022;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;CNCP;25/08/2023;0;0;;;;;;;0914;Diagnostic médical et technologie de traitement;03;NIVEAU 3
56321001;563;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 5;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;U;CONDUITE SURVEILLANCE DE MACHINES;;CSA NIV5;TRACTEUR MACHINE AGRIC UTIL MAINT;TRACTEURS ET MACHINES AGRICOLES - UTILISATION ET MAINTENANCE (CSA);22/07/1998;31/12/2023;;;;;;;;;;;;;;;;1999;;27/03/1985;;22/07/1998;;;;;;;;;;JO11/04/85-08/08/98- abrogation et création le même jour d'un CSA de même intitulé- fermé au 31/08/1999- réouvert en janvier 2001 arrété du 22/7/98 JO 8/8/98;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;29/08/2023;0;1;;621;Production agricole et animale;;;;0811;Culture et élevage;03;NIVEAU 3
46321007;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;U;CONDUITE SURVEILLANCE DE MACHINES;;CSA NIV4;PILOTAGE MACHINE AGRI TRAV MEC HT;PILOTAGE DE MACHINES AGRICOLES ET TRAVAUX MECANISES A HAUTE TECHNICITE (CSA);01/01/2024;;56321001;;;;;;;;;;;;;;;2024;;01/08/2023;;;;;;;;;;;;Remplace le CS 56321001;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;BCN AGRI;29/08/2023;2;1;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
51034303;510;BREVET D'ETUDES PROFESSIONNELLES;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;T;REALISATION DU SERVICE;;BEP;METIERS HYGIENE PROPRETE ENVIRONN;METIERS DE L'HYGIENE, DE LA PROPRETE ET DE L'ENVIRONNEMENT (BEP);01/09/2005;31/08/2010;51034302;;;;;;;51034304;;;;;;;;2007;2010;29/07/2004;27/07/2009;;;;;;;;;;;A REMPLACE LA DOMINANTE MAINTENANCE & HYGIENE DES LOCAUX DU BEP BIOSERVICES (51025511T). REMPLACE PAR LE BEP DE MÊME INTITULE (51034304T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;18/11/2023;0;3;;850;Protection de l'environnement;;Grille horaire n°2 Production. Remplace la dominante Maintenance et hygiène des locaux du BEP Bioservices;;;;03;NIVEAU 3
01022110;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;MC3;PATIS.GLACE.CHOC.CONF.SPEC.(MC3);PATISSERIE, GLACERIE, CHOCOLATERIE, CONFISERIE SPECIALISEES (MC NIVEAU III);01/09/2019;31/08/2024;01022104;;;;;;;56122106;;;;;;;;2020;2024;09/04/2009;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;541;Traitement des produits alimentaires;;Rénovation avec 10 ans de retard : première session 2010. RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0721;Traitement des aliments;03;NIVEAU 3
01023204;010;MENTION COMPLEMENTAIRE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;;MC3;ZINGUEUR (MC3);ZINGUEUR (MC NIVEAU III);01/09/2023;31/08/2024;01023202;;;;;;;56123201;;;;;;;;2024;2024;29/08/2022;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01022111;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;W;COMMERCIALISATION;;MC3;VENDEUR-CONSEIL ALIMENTATION(MC3);VENDEUR-CONSEIL EN ALIMENTATION (MC NIVEAU III);01/09/2022;31/08/2024;01022106;;;;;;;56122107;;;;;;;;2023;2024;23/06/2022;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;;1;;;;;Rénové avec un an de retard : première session 2023. RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01033411;010;MENTION COMPLEMENTAIRE;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;MC3;EMPLOYE BARMAN (MC3);EMPLOYE BARMAN (MC NIVEAU III);01/09/1997;31/08/2024;01033401;01033404;;;;;;56133401;;;;;;;N;1998;2024;16/05/1997;25/08/2023;04/05/1999;03/04/2008;;;;;;;;;REMPLACE LA MC DE MÊME INTITULE AVEC DOUBLE CODE (1033401T & 01033404T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;811;Hôtellerie et services de restauration;;Au 21.04.2008 : en attente de la publication de l'arrêté pour voir sa nature. Si rénovation, nouveau diplôme à créer en 221S. RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;1013;Hôtellerie et services de restauration;03;NIVEAU 3
46125101;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;S;PRODUCTION;;CS4;MAQUETTES ET PROTOTYPES (CS4);MAQUETTES ET PROTOTYPES (CS4);01/09/2024;;01025122;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125502;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;255;ELECTRICITE, ELECTRONIQUE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;CYBERSECURITE (CS4);CYBERSECURITE (CS4);01/09/2024;;01025509;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
01022306;010;MENTION COMPLEMENTAIRE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;MC4;ART DE LA DORURE A CHAUD;ART DE LA DORURE A CHAUD (MC NIVEAU IV);01/09/2021;31/08/2024;;;;;;;;46122301;;;;;;;;2022;2024;10/03/2021;25/08/2023;28/11/2023;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;;;;PFMP: 12 semaines. RS 2024 : remplacée par un CS;;;;04;NIVEAU 4
01025407;010;MENTION COMPLEMENTAIRE;254;STRUCTURES METALLIQUES;S;PRODUCTION;;MC4;TECHNICIEN(NE) EN TUYAUTERIE;TECHNICIEN(NE) EN TUYAUTERIE (MC NIVEAU IV);01/09/2017;31/08/2024;;;;;;;;46125402;;;;;;;;2018;2024;12/01/2017;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;521;Mécanique et travail du métal;;RS 2024 : remplacée par un CS;;0715;Mécanique et techniques apparentées;04;NIVEAU 4
01033413;010;MENTION COMPLEMENTAIRE;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;MC4;ACCUEIL-RECEPTION (MC4);ACCUEIL-RECEPTION (MC NIVEAU IV);01/09/2008;31/08/2024;01033409;;;;;;;46133402;;;;;;;;2009;2024;31/03/2008;25/08/2023;14/12/2020;28/11/2023;;;;;;;;;REMPLACE LA MC4 DE MÊME INTITULE (01033409T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;811;Hôtellerie et services de restauration;;RS 2024 : remplacée par un CS;;1013;Hôtellerie et services de restauration;04;NIVEAU 4
01025002;010;MENTION COMPLEMENTAIRE;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;MC4;TECHNIC.ASCENSORIST. SERV.-MODERN;TECHNICIEN(NE) ASCENSORISTE (SERVICE ET MODERNISATION) (MC NIVEAU IV);01/09/2006;31/08/2024;;;;;;;;46125001;;;;;;;;2007;2024;24/03/2006;25/08/2023;22/06/2006;14/12/2020;28/11/2023;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;523;Electronique et automatisation;;RS 2024 : remplacée par un CS;;0714;Électronique et automatisation;04;NIVEAU 4
01025508;010;MENTION COMPLEMENTAIRE;255;ELECTRICITE, ELECTRONIQUE;S;PRODUCTION;;MC4;TECHN. EN RESEAUX ELECTRIQ. (MC4);TECHNICIEN(NE) EN RESEAUX ELECTRIQUES (MC NIVEAU IV);01/09/2012;31/08/2024;;;;;;;;46125501;;;;;;;;2013;2024;10/02/2012;25/08/2023;15/01/2019;14/12/2020;28/11/2023;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;522;Electricité et énergie;;RS 2024 : remplacée par un CS;;0713;Électricité et énergie;04;NIVEAU 4
01025509;010;MENTION COMPLEMENTAIRE;255;ELECTRICITE, ELECTRONIQUE;R;CONTROLE PREVENTION ENTRETIEN;;MC4;CYBERSECURITE (MC4);CYBERSECURITE (MC NIVEAU IV);01/09/2023;31/08/2024;;;;;;;;46125502;;;;;;;;2024;2024;06/02/2023;25/08/2023;17/01/2023;28/11/2023;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;;;;RS 2024 : remplacée par un CS;;;;04;NIVEAU 4
01033503;010;MENTION COMPLEMENTAIRE;335;ANIMATION CULTUREL.,SPORTIV.& DE LOISIRS;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MC4;ENC.SECT.SP. OPT.ACT.AQUA.&NATAT.;ENCADREMENT SECTEUR SPORTIF OPTION ACTIVITES AQUATIQUES ET DE LA NATATION (MC NIVEAU IV);01/09/2022;31/08/2024;;;;;;;;46133503;;;;;;;;2023;2024;14/01/2022;25/08/2023;28/11/2023;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;06/01/2024;0;1;;;;;4 options : activités pour tous (01033502M), activités aquatiques et natation (01033503M), activités forme-cours collectifs (01033504M), activités forme-haltérophilie, muculation (01033505M);;1014;Sports;04;NIVEAU 4
01022103;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;521901;MC3;EMPLOYE TRAITEUR (MC3);EMPLOYE TRAITEUR (MC NIVEAU III);13/11/1989;31/08/2024;;;;;;;;56122101;;;;;;;N;1990;2024;13/11/1989;25/08/2023;26/10/1993;13/09/2000;10/05/2004;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;541;Traitement des produits alimentaires;;Voir  MC4 même intitulé (01022101S) créée par erreur, qui a été fermée (avec retard) suite arrêté 13/09/2000. RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0721;Traitement des aliments;03;NIVEAU 3
01024201;010;MENTION COMPLEMENTAIRE;242;HABILLEMENT (Y. C. MODE, COUTURE);R;CONTROLE PREVENTION ENTRETIEN;;MC3;ESSAYAGE-RETOUCHE-VENTE (MC3);ESSAYAGE-RETOUCHE-VENTE (MC NIVEAU III);01/09/1996;31/08/2024;;;;;;;;56124201;;;;;;;N;1997;2024;22/10/1996;25/08/2023;;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;542;Textile, vêtement,chaussure et cuir;;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0723;Textiles (vêtements, chaussures et cuir);03;NIVEAU 3
01022706;010;MENTION COMPLEMENTAIRE;227;ENERGIE, GENIE CLIMATIQUE;T;REALISATION DU SERVICE;;MC3;MAINT.EQUIP.THERM.INDIVID.(MC3);MAINTENANCE DES EQUIPEMENTS THERMIQUES INDIVIDUELS (MC3);01/09/2023;31/08/2024;01022701;;;;;;;56122701;;;;;;;;2024;2024;11/10/2022;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01023307;010;MENTION COMPLEMENTAIRE;233;BATIMENT : FINITIONS;S;PRODUCTION;;MC3;PLATRIER (MC3);PLATRIER (MC NIVEAU III);01/09/2023;31/08/2024;01023302;;;;;;;56123301;;;;;;;;2024;2024;30/08/2022;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01025118;010;MENTION COMPLEMENTAIRE;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;S;PRODUCTION;;MC3;REAL.CIRCUIT OLEOHYDR.PNEUM.(MC3);REALISATION DE CIRCUITS OLEOHYDRAULIQUES ET PNEUMATIQUES (MC NIVEAU III);01/09/2002;31/08/2024;01025117;;;;;;;56125101;;;;;;;;2003;2024;30/07/2002;25/08/2023;;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01025117S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;521;Mécanique et travail du métal;;Mef ouvert avec retard d'1 an (Cf date de publication de l'arrêté). RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0715;Mécanique et techniques apparentées;03;NIVEAU 3
46123301;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;233;BATIMENT : FINITIONS;S;PRODUCTION;;CS4;PEINTURE DECORATION (CS4);PEINTURE DECORATION (CS4);01/09/2024;;01023304;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
01033002;010;MENTION COMPLEMENTAIRE;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;T;REALISATION DU SERVICE;;MC3;AIDE A DOMICILE (MC3);AIDE A DOMICILE (MC NIVEAU III);01/09/2023;31/08/2024;01033001;;;;;;;56133001;;;;;;;;2024;2024;10/02/2023;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01022307;010;MENTION COMPLEMENTAIRE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;MC3;BIJOUX DE MODE (MC3);BIJOUX DE MODE (MC NIVEAU III);01/09/2023;31/08/2024;;;;;;;;56122302;;;;;;;;2024;2024;29/12/2022;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplacée par un CS;;;;03;NIVEAU 3
01022405;010;MENTION COMPLEMENTAIRE;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;U;CONDUITE SURVEILLANCE DE MACHINES;521003;MC3;CONDUCT.MACHINES VERRERIE (MC3);CONDUCTEUR DE MACHINES DE VERRERIE (MC NIVEAU III);25/10/1988;31/08/2024;50022401;;;;;;;56122401;;;;;;;N;1991;2024;25/10/1988;25/08/2023;;;;;;;;;;;CREATION EX NIHILO. CETTE CREATION EST LIEE A L'ABROGATION DU CAP MECANICIEN VERRIER (50022401S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;543;Matériaux (bois, papier, plastique, verre);;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0722;Matériaux (verre, papier, plastique et bois);03;NIVEAU 3
01022105;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;MC3;CUISINIER DESSERTS RESTAU. (MC3);CUISINIER EN DESSERTS DE RESTAURANT (MC NIVEAU III);01/09/1997;31/08/2024;;;;;;;;56122102;;;;;;;N;1998;2024;31/07/1997;25/08/2023;04/04/2008;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;811;Hôtellerie et services de restauration;;Au 21.04.2008 : en attente de la publication de l'arrêté pour voir sa nature. Si rénovation, nouveau diplôme à créer en 221S. RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;1013;Hôtellerie et services de restauration;03;NIVEAU 3
