FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DIPLOME_SISE;N_DIPLOME_SISE.LIBELLE_INTITULE_1;HABILITATION_ORIGINE;NUMERO_UAI;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
25033005;250;LICENCE PROFESSIONNELLE;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;T;REALISATION DU SERVICE;;LIC-PRO;SANT VIEILLIS ACTIVT PHYSIQ ADAPT;SANTE, VIEILLISSEMENT ET ACTIVITES PHYSIQUES ADAPTEES (LP);01/09/2016;;;;;;;;;;;;;;;;;rncp 35938;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;12/05/2022;;720;Sant�;2400164;SANTE, VIEILLISSEMENT ET ACTIVITES PHYSIQUES ADAPTEES;;;;0910;Sant�;06;NIVEAU 6
25022507;250;LICENCE PROFESSIONNELLE;225;PLASTURGIE, MATERIAUX COMPOSITES;N;CONCEPTION;;LIC-PRO;ECO CONCEPTION MATIERES PLASTIQ;PRODUCTION INDUSTRIELLE SPE ECO-CONCEPTION ET MATIERES PLASTIQUES (LP LYON 1);01/09/2013;31/08/2016;;;;;;;;;;;;;;;;remplace avec le 25020025 par le 2502000G;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;543;Mat�riaux (bois, papier, plastique, verre);2009141;PRODUCTION INDUSTRIELLE;20130304;0691774D;;0722;Mat�riaux (verre, papier, plastique et bois);06;NIVEAU 6
25022731;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;BTP PERFORMANCE ENERGTQ BATIMENTS;METIERS DU BTP : PERFORMANCE ENERGETIQUE ET ENVIRONNEMENTALE DES BATIMENTS (LP CAEN);01/09/2012;31/08/2022;;;;;;;;;;;;;;;;demande univ de Caen;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400143;METIERS DU BTP : PERFORMANCE ENERGETIQUE ET ENVIRONNEMENTALE DES BATIMENTS;20170144;0141408E;;0713;�lectricit� et �nergie;06;NIVEAU 6
25022739;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;P;ORGANISATION GESTION;;LIC-PRO;DVPT DURABLE NRJ RENOUVELABLES;ENERGIE ET GENIE CLIMATIQUE SPE DEVELOPPEMENT DURABLE ET ENERGIES RENOUVELABLES (LP LORRAINE);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;remplace par le 25022759;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2006722;ENERGIE ET GENIE CLIMATIQUE;20090821;0542493S;;0713;�lectricit� et �nergie;06;NIVEAU 6
25031411;250;LICENCE PROFESSIONNELLE;314;COMPTABILITE, GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;METIERS COMPTA GESTION FISCALITE;ASSURANCE, BANQUE, FINANCE SPE METIERS DE LA COMPTABILITE ET DE LA GESTION SPECIALITE FISCALITE (LP LIMOGES);01/09/2012;31/08/2017;;;;;;;;;;;;;;;;demande univ de Limoges;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;344;Comptabilit� et fiscalit�;;;20120058;0870669E;;0411;Comptabilit� et fiscalit�;06;NIVEAU 6
25031531;250;LICENCE PROFESSIONNELLE;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;LIC-PRO;GESTION COMPTABILITE PAIE;METIERS DE LA GESTION ET DE LA COMPTABILITE : COMPTABILITE ET PAIE (LP CERGY);01/09/2013;31/08/2020;;;;;;;;;;;;;;;;demande CFA SACEF remplace hab 20134004;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2400085;METIERS DE LA GESTION ET DE LA COMPTABILITE : COMPTABILITE ET PAIE;20150612;0951793H;;0413;Gestion et administration;06;NIVEAU 6
16521401;165;DIPLOME GRADE ET VISE MASTER;214;AMENAGEMENT PAYSAGER (PARCS, ...);M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER GR;PAYSAGISTE;DIPLOME D'ETAT DE PAYSAGISTE;01/09/2015;;;;;;;;;;;;;;;;;rncp 24148 remplace le 16021401 DPLG forme par le gouvernement;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;06/01/2021;;622;Horticulture;;;;;;0812;Horticulture;07;NIVEAU 7
36C34001;36C;TH DE NIV 3 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;340;SPEC.PLURIVAL.DES SERVICES A LA COLLECT.;R;CONTROLE PREVENTION ENTRETIEN;;TH3-C;COORDINATEUR HSE;COORDINATEUR HYGIENE, SECURITE, ENVIRONNEMENT-HSE (CCI COLMAR ET CENTRE ALSACE);01/09/2013;31/08/2015;;;;27/11/2012;09/12/2014;;;;;;;;;;;rncp 15767 demande cci colmar;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;850;Protection de l'environnement;;;;;;0521;Sciences environnementales;05;NIVEAU 5
25033520;250;LICENCE PROFESSIONNELLE;335;ANIMATION CULTUREL.,SPORTIV.& DE LOISIRS;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;DEVPT SOC MEDIATION PAR LE SPORT;INTERVENTION SOCIALE : DEVELOPPEMENT SOCIAL ET MEDIATION PAR LE SPORT (LP);01/09/2019;;;;;;;;;;;;;;;;;rncp 35951;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;12/05/2022;;762;Travail social et orientation;2400059;INTERVENTION SOCIALE : DEVELOPPEMENT SOCIAL ET MEDIATION PAR LE SPORT;;;;0923;Travail social et orientation;06;NIVEAU 6
1353101E;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;MANAGEMENT;MANAGEMENT (MASTER PARIS 12);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;sup2000 remplace13533107;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500024;MANAGEMENT;20150506;0941111X;;0413;Gestion et administration;07;NIVEAU 7
25021301;250;LICENCE PROFESSIONNELLE;213;FORETS, ESPACES NATURELS, FAUNE, PECHE;P;ORGANISATION GESTION;;LIC-PRO;GEST DURABLE ESPACES FORESTIERS;ESPACES NATURELS SPE GESTION DURABLE DES ESPACES FORESTIERS ET DEVELOPPEMENT LOCAL (LP LORRAINE);01/09/2011;31/08/2018;;;;;;;;;;;;;;;;demande CR lorraine;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;581;Architecture et urbanisme;2006729;ESPACES NATURELS;20090161;0542493S;;0731;Architecture et urbanisme;06;NIVEAU 6
13531082;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;MANAGEMENT DES SYSTEM D'INFORMATI;MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER PAU);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;anc sise 2201824 hab 20070790;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500030;MANAGEMENT DES SYSTEMES D'INFORMATION;20070790;0640251A;;0413;Gestion et administration;07;NIVEAU 7
16X31002;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;MANAGER PROJT INTERNATIONAUX ORG;MANAGER DE PROJETS INTERNATIONAUX DES ORGANISATIONS (APTIM);01/09/2012;31/08/2023;;;;26/09/2016;16/12/2024;;;;;;;;;;;rncp 34350 code deux fois voir le 16X31038;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;20/07/2023;;345;Gestion et administration;;;;0693177D;;0413;Gestion et administration;07;NIVEAU 7
25020089;250;LICENCE PROFESSIONNELLE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;U;CONDUITE SURVEILLANCE DE MACHINES;;LIC-PRO;MAINTENANCE SYSTM IND PN ENERGIE;MAINTENANCE DES SYSTEMES INDUSTRIELS, DE PRODUCTION ET D'ENERGIE (LP LORRAINE);01/09/2011;31/08/2023;;;;;;;;;;;;;;;;anc hab 20130202;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;2400064;MAINTENANCE DES SYSTEMES INDUSTRIELS, DE PRODUCTION ET D'ENERGIE;20130202;0542493S;;0700;Ing�nierie, industries de transformation et construction;06;NIVEAU 6
2503261X;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;P;ORGANISATION GESTION;;LIC-PRO;MET INFORMATIQ CONDUITE DE PROJET;METIERS DE L'INFORMATIQUE : CONDUITE DE PROJET (LP);01/09/2016;;;;;;;;;;;;;;;;;rncp 29967;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2400129;METIERS DE L'INFORMATIQUE : CONDUITE DE PROJETS;;;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
25020092;250;LICENCE PROFESSIONNELLE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;GESTION ENERJ NORMES PROCD INDUST;GESTION DE LA PRODUCTION INDUSTRIELLE SPE GESTION DES ENERGIES, NORMES ET PROCEDES INDUSTRIELS (LP ORLEANS);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;demande cfaiurc;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;;;20120084;0450855K;;0700;Ing�nierie, industries de transformation et construction;06;NIVEAU 6
13533505;135;MASTER PROFESSIONNEL;335;ANIMATION CULTUREL.,SPORTIV.& DE LOISIRS;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;SPORT VIEILLISSEMENT HANDICAP;SCIENCES HUMAINES ET SOCIALES : SCIENCES DU SPORT SPE SANTE PSYCHO SOCIALE PAR LE SPORT (MASTER PARIS 5);01/09/2010;31/08/2019;;;;;;;;;;;;;;;;demande CFA formasup Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;813;Sports;2204503;SCIENCES HUMAINES ET SOCIALES : SCIENCES DU SPORT;20042155;0751721N;;1014;Sports;07;NIVEAU 7
13534113;135;MASTER PROFESSIONNEL;341;AMENAGT DU TERRIT., DEVELOPMT, URBANISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;ECONOMIE APPLIQUEE;ECONOMIE APPLIQUEE (MASTER CORSE);01/09/2012;31/08/2023;;;;;;;;;;;;;;;;anc hab 20042267 sise 2211577;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;581;Architecture et urbanisme;2500005;ECONOMIE APPLIQUEE;20180417;7200664J;;0731;Architecture et urbanisme;07;NIVEAU 7
25022741;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;R;CONTROLE PREVENTION ENTRETIEN;;LIC-PRO;ENERGETIQ ENVIRONT GENIE CLIMATIQ;METIERS DE L'ENERGETIQUE, DE L'ENVIRONNEMENT ET DU GENIE CLIMATIQUE (LP PARIS 12);01/09/2012;31/08/2020;;;;;;;;;;;;;;;;demande CFA sup 2000 remplace hab 20120461;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400110;METIERS DE L'ENERGETIQUE, DE L'ENVIRONNEMENT ET DU GENIE CLIMATIQUE;20150471;0941111X;;0713;�lectricit� et �nergie;06;NIVEAU 6
25022746;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;INSTAL FRIGORIFIQ CONDITIONT AIR;INSTALLATIONS FRIGORIFIQUES ET DE CONDITIONNEMENT D'AIR (LP NANTES);01/09/2014;31/08/2022;;;;;;;;;;;;;;;;anc hab 20140360;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400056;INSTALLATIONS FRIGORIFIQUES ET DE CONDITIONNEMENT D'AIR;20170800;0440984F;;0713;�lectricit� et �nergie;06;NIVEAU 6
25023215;250;LICENCE PROFESSIONNELLE;232;BATIMENT : CONSTRUCTION ET COUVERTURE;N;CONCEPTION;;LIC-PRO;EFFICT ENVRT MATX COMPOS BATIMENT;BATIMENT ET CONSTRUCTION SPE EFFICACITE ENVIRONNEMENTALE DES MATERIAUX ET COMPOSANTS DU BATIMENT (LP CERGY);01/09/2011;31/08/2015;;;;;;;;;;;;;;;;js remonte;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;582;B�timent et g�nie civil;2007716;BATIMENT ET CONSTRUCTION;20100239;0951793H;;0732;Construction et g�nie civil;06;NIVEAU 6
25025547;250;LICENCE PROFESSIONNELLE;255;ELECTRICITE, ELECTRONIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MAITR ENERJ ELECTR DEVPT DURABLE;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE (LP NANTES);01/09/2014;31/08/2022;;;;;;;;;;;;;;;;anc hab 20140359;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400070;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE;20170803;0440984F;;0713;�lectricit� et �nergie;06;NIVEAU 6
25031523;250;LICENCE PROFESSIONNELLE;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;LIC-PRO;METIERS DE LA GRH ASSISTANT;METIERS DE LA GRH : ASSISTANT (LP MONTPELLIER);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;remplace sise 2005189 hab 20060405;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2400091;METIERS DE LA GRH : ASSISTANT;20150707;0342321N;;0413;Gestion et administration;06;NIVEAU 6
25031530;250;LICENCE PROFESSIONNELLE;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;LIC-PRO;GESTION DE LA PAIE ET DU SOCIAL;GESTION DES RESSOURCES HUMAINES SPE GESTION DE LA PAIE ET DU SOCIAL (LP VERSAILLES);01/09/2012;31/08/2019;;;;;;;;;;;;;;;;demande CFA ACE;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2008381;GESTION DES RESSOURCES HUMAINES;20120460;0781944P;;0413;Gestion et administration;06;NIVEAU 6
26X32301;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;323;TECHNIQUES DE IMAGE, SON, SPECTACLE;T;REALISATION DU SERVICE;;TH2-X;JOURNALISTE AUDIOVISUEL;JOURNALISTE AUDIOVISUEL (3IS);01/09/2011;31/08/2015;;;;12/07/2010;22/07/2015;;;;;;;;;;;rncp 9850 demande afomav institut international de l'image et du son;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;213;Techniques audiovisuelles et production m�dia;;;;0781997X;;0211;Techniques audiovisuelles et production multim�dia;06;NIVEAU 6
56T33401;56T;TH DE NIV 5 MINISTERE DU TRAVAIL - AFPA;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;TH5-T;AGENT ACCUEIL TOURISTIQUE;AGENT(E) D'ACCUEIL TOURISTIQUE (TP);01/09/2011;31/08/2020;;;;;;;;;;;;;;;;TP du minist�re charg� de l'emploi;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;811;H�tellerie et services de restauration;;;;;;1013;H�tellerie et services de restauration;03;NIVEAU 3
2502000D;250;LICENCE PROFESSIONNELLE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;U;CONDUITE SURVEILLANCE DE MACHINES;;LIC-PRO;MAINT TECHNOLOGIE CTRL INDUSTRIEL;MAINTENANCE ET TECHNOLOGIE : CONTROLE INDUSTRIEL (LP LORRAINE);01/09/2014;31/08/2023;;;;;;;;;;;;;;;;anc hab 20070197;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;520;Ing�nierie et techniques apparent�es;2400065;MAINTENANCE ET TECHNOLOGIE : CONTROLE INDUSTRIEL;20180151;0542493S;;0710;Ing�nierie et techniques apparent�es;06;NIVEAU 6
25021412;250;LICENCE PROFESSIONNELLE;214;AMENAGEMENT PAYSAGER (PARCS, ...);C;APPLICATIONS SCIENTIFIQUES;;LIC-PRO;AMENAGT PAYSAG CONCEPT GEST ENTRT;AMENAGEMENT PAYSAGER : CONCEPTION, GESTION, ENTRETIEN (LP PARIS 6);01/09/2011;31/08/2019;;;;;;;;;;;;;;;;demande CCi Versailles;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;622;Horticulture;2400015;AMENAGEMENT PAYSAGER : CONCEPTION, GESTION, ENTRETIEN;20161148;0751722P;;0812;Horticulture;06;NIVEAU 6
25033116;250;LICENCE PROFESSIONNELLE;331;SANTE;P;ORGANISATION GESTION;;LIC-PRO;METIERS DE LA SANTE AU TRAVAIL;SANTE SPE METIERS DE LA SANTE AU TRAVAIL (LP TOULOUSE 3);01/09/2012;31/08/2016;;;;;;;;;;;;;;;;remplace avec le 25022148 par le 25034335;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;722;Services m�dicaux;2006417;SANTE;20080230;0311384L;;0914;Diagnostic m�dical et technologie de traitement;06;NIVEAU 6
13511706;135;MASTER PROFESSIONNEL;117;SCIENCES DE LA TERRE;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;ENVIRONNEMENT EAUX SOUTERRAINES;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT SPE EAUX SOUTERRAINES (MASTER GRENOBLE 1);01/09/2011;31/08/2016;;;;;;;;;;;;;;;;demande formasup ida;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;850;Protection de l'environnement;2210287;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT;20030393;0381838S;;0521;Sciences environnementales;07;NIVEAU 7
13531099;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;P;ORGANISATION GESTION;;MASTER PRO;MANAGEMENT DES SERVICES;DROIT, ECONOMIE, GESTION : MANAGEMENT SPE MANAGEMENT DES SERVICES (MASTER CERGY);01/09/2012;31/08/2015;;;2015;;;;;;;;;;;;;cfa sacef remplace par le 1353101C;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2216661;DROIT, ECONOMIE, GESTION : MANAGEMENT;20100395;0951793H;;0413;Gestion et administration;07;NIVEAU 7
13532664;135;MASTER PROFESSIONNEL;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;MIAGE;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER NANTES);01/09/2012;31/08/2022;;;;;;;;;;;;;;;;correction remont�es cfa inter universitaire nantes 2013 anc hab 20120205 sise 2216899;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2500167;METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES-MIAGE;20170869;0440984F;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
25021414;250;LICENCE PROFESSIONNELLE;214;AMENAGEMENT PAYSAGER (PARCS, ...);M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;AMENAGEMENTS PAYSAGERS;AMENAGEMENT DU PAYSAGE SPE AMENAGEMENTS PAYSAGERS (LP LORRAINE);01/09/2013;31/08/2018;;;;;;;;;;;;;;;;restructuration remplace 25021406 25021407 et 25021408;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;622;Horticulture;;;20130211;0542493S;;0812;Horticulture;06;NIVEAU 6
26031018;260;AUTRES DIPLOMES DE NIVEAU II;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;DIP2;DIPL MANAGEMENT INTERNATIONAL;DIPLOME EN MANAGEMENT INTERNATIONAL (ESC CLERMONT);01/09/2016;31/08/2023;;;;;;;;;;;;;;;;rncp 36975 remplace par le 26531006;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;21/01/2023;;345;Gestion et administration;M000137;BACHELOR EN SCIENCES DU MANAGEMENT - DIPLOME EN MANAGEMENT INTERNATIONAL DE L'ESC CLERMONT;;0630109B;;0413;Gestion et administration;06;NIVEAU 6
25022737;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;ENERGETIQ ENVIRONT GENIE CLIMATIQ;METIERS DE L'ENERGETIQUE, DE L'ENVIRONNEMENT ET DU GENIE CLIMATIQUE (LP LA REUNION);01/09/2012;31/08/2020;;;;;;;;;;;;;;;;demande du CFA-UR remplace sise 2003432 hab 20060069;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400110;METIERS DE L'ENERGETIQUE, DE L'ENVIRONNEMENT ET DU GENIE CLIMATIQUE;20150863;9740478B;;0713;�lectricit� et �nergie;06;NIVEAU 6
25031056;250;LICENCE PROFESSIONNELLE;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;P;ORGANISATION GESTION;;LIC-PRO;CADRE CCIAL AA GRANDE REGION;COMMERCE SPE COMMERCE INTERNATIONAL AGROALIMENTAIRE - GRANDE REGION (LP LORRAINE);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;Partenariat IUT Charlemagne Universite Nancy 2 et AIAL;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;340;Commerce et administration;2006697;COMMERCE;20090736;0542493S;;0410;Commerce et administration;06;NIVEAU 6
25033506;250;LICENCE PROFESSIONNELLE;335;ANIMATION CULTUREL.,SPORTIV.& DE LOISIRS;P;ORGANISATION GESTION;;LIC-PRO;MEDIATION APPROCHES ART CULTUR;METIERS DE LA MEDIATION PAR DES APPROCHES ARTISTIQUES ET CULTURELLES (LP LA REUNION);01/09/2011;31/08/2020;;;;;;;;;;;;;;;;demande CFA-UR remplace sise 2008303 hab 20110438;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;812;Voyage, tourisme et loisirs;2400093;METIERS DE LA MEDIATION PAR DES APPROCHES ARTISTIQUES ET CULTURELLES;20150861;9740478B;;1015;Voyage, tourisme et loisirs;06;NIVEAU 6
2502001B;250;LICENCE PROFESSIONNELLE;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;P;ORGANISATION GESTION;;LIC-PRO;GESTION PRODUCTION INDUSTRIELLE;METIERS DE L'INDUSTRIE : GESTION DE LA PRODUCTION INDUSTRIELLE (LP BRETAGNE SUD);01/09/2017;31/08/2021;;2005;;;;;;;;;;;;;;demande cfau;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2400120;METIERS DE L'INDUSTRIE : GESTION DE LA PRODUCTION INDUSTRIELLE;20170987;0561718N;;0413;Gestion et administration;06;NIVEAU 6
25034330;250;LICENCE PROFESSIONNELLE;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;T;REALISATION DU SERVICE;;LIC-PRO;GENIE DES PROCD PR ENVIRONNEMENT;GENIE DES PROCEDES POUR L'ENVIRONNEMENT (LP POITIERS);01/09/2015;31/08/2023;;;;;;;;;;;;;;;;anc hab 20100580;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;850;Protection de l'environnement;2400043;GENIE DES PROCEDES POUR L'ENVIRONNEMENT;20100580;0860856N;;0521;Sciences environnementales;06;NIVEAU 6
20520005;205;LICENCE LMD;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;P;ORGANISATION GESTION;;LIC LMD;SCIENCES DE L'INGENIEUR;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES POUR L'INGENIEUR (LIC LMD MARNE LA VALLEE);01/09/2011;31/08/2020;;;;;;;;;;;;;;;;demande CFA Descartes;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;2300045;SCIENCES POUR L'INGENIEUR;20141060;0772502B;;0700;Ing�nierie, industries de transformation et construction;06;NIVEAU 6
